TransactionId;CustomerId;PolicyNumber;PolicyContractDate;IncidentOcurredDate;IncidentReportDate;InsuranceType;PremiumAmount;ClaimAmount;CustomerName;AdressStreet;AdressNumber;City;State;PostalCode;SSN;MaritalStatus;AgeInsured;Tenure;EmploymentStatus;NoFamilyMembers;RiskSegmentation;HouseType;SocialClass;InsuredEducationLevel;IncidentSeverity;AuthorityContacted;AnyInjury;PoliceReportAvaible;IncidentState;IncidentCity;IncidentHourOfTheDate;AgentId;VendorId;ClaimStatus
TXN00000970;A00002131;PLC00001442;6/10/2017;22/6/2020;27/6/2020;Health;13449;5000;Kerry Spicer;Northwest 61st Terrace;3116;Oklahoma City;OK;73112;292-86-2719;Y;40;100;Y;2;M;Rent;MI;Bachelor;Major Loss;Ambulance;1;1;AR;Fayetteville;7;AGENT00165;;A
TXN00000971;A00006391;PLC00002408;25/6/2011;21/6/2020;26/6/2020;Health;11098;13000;Dorothy King;West Center Street;831;Fayetteville;AR;72701;072-68-8045;Y;26;93;Y;3;L;Rent;HI;College;Major Loss;Ambulance;1;0;TN;Nashville;13;AGENT00743;;A
TXN00000972;A00005311;PLC00004966;24/4/2012;5/7/2020;6/7/2020;Property;8225;23000;Candy Kym;Hermitage Hills Drive;2036;Gambrills;MD;21054;890-82-9610;Y;26;70;Y;7;H;Own;HI;NA;Total Loss;Ambulance;0;0;OK;Oklahoma City;22;AGENT01089;;A
TXN00000973;A00006294;PLC00002776;14/7/2015;8/7/2020;8/7/2020;Mobile;1014;300;Obdulia Hart;East 5th Avenue;435;Anchorage;AK;99501;463-16-7100;Y;33;22;Y;7;L;Mortgage;LI;High School;Major Loss;Police;0;1;DC;Washington;3;AGENT00666;VNDR00221;D
TXN00000974;A00004899;PLC00001107;16/1/2018;22/6/2020;27/6/2020;Mobile;908;400;Kathleen Ogle;Westbourne Way;95;Pooler;GA;31322;551-42-6366;Y;38;96;Y;3;M;Mortgage;MI;Bachelor;Major Loss;Police;1;1;OK;Oklahoma City;21;AGENT00238;;A
TXN00000975;A00009945;PLC00003827;31/8/2016;28/6/2020;3/7/2020;Health;16911;5000;Celestine Travis;Edwards Street;25;Manchester;CT;6042;886-74-3025;Y;31;65;Y;2;L;Rent;MI;Bachelor;Total Loss;Ambulance;1;1;AL;Montgomery;2;AGENT01189;VNDR00023;A
TXN00000976;A00005589;PLC00000607;9/9/2011;8/7/2020;8/7/2020;Mobile;1033;600;Guy Black;East Lakeshore Drive;294;Colchester;VT;5446;865-89-4615;Y;63;110;Y;7;M;Mortgage;MI;Bachelor;Total Loss;Police;1;1;CA;San Leandro;3;AGENT00982;VNDR00448;A
TXN00000977;A00005458;PLC00004435;19/6/2015;7/7/2020;7/7/2020;Property;12905;20000;Marie Hughes;Southwest 43rd Street;2505;Oklahoma City;OK;73119;537-53-0412;Y;43;93;Y;3;M;Own;LI;Masters;Total Loss;None;1;1;AL;Montgomery;6;AGENT01071;;A
TXN00000978;A00002988;PLC00001722;22/11/2016;8/7/2020;8/7/2020;Health;11461;13000;Sandra Snell;Connecticut River Road;178;;VT;5156;331-82-6115;Y;29;117;Y;4;L;Rent;MI;NA;Major Loss;Other;1;0;VT;Pittsford;16;AGENT01050;;A
TXN00000979;A00009148;PLC00008662;17/9/2011;7/7/2020;7/7/2020;Mobile;1148;600;Marshall Davis;Winston Road;202;Pasadena;MD;21122;019-82-5193;Y;61;57;Y;2;H;Rent;LI;High School;Major Loss;Ambulance;1;0;KY;Louisville;19;AGENT00128;VNDR00283;A
TXN00000980;A00000682;PLC00000714;19/8/2019;1/7/2020;4/7/2020;Health;14748;12000;William Nystrom;Twin Oaks Road;7728;Severn;MD;21144;525-77-8222;N;48;44;Y;7;M;Mortgage;MI;College;Total Loss;Ambulance;1;1;VT;Townshend;1;AGENT01045;VNDR00466;A
TXN00000981;A00000689;PLC00000696;31/7/2011;2/7/2020;4/7/2020;Life;8434;42000;Peter Helm;Colorado Avenue Northwest;5609;Washington;DC;20011;688-99-8377;Y;47;15;Y;2;M;Mortgage;MI;Bachelor;Minor Loss;Ambulance;0;1;CA;Castro Valley;23;AGENT00940;VNDR00450;A
TXN00000982;A00007812;PLC00002944;5/10/2017;6/7/2020;6/7/2020;Mobile;634;100;Gregory Brown;Stratford Downs Drive;1914;Montgomery;AL;36117;720-70-2533;Y;55;50;N;5;L;Mortgage;HI;Bachelor;Minor Loss;None;0;1;AZ;Glendale;11;AGENT00784;;A
TXN00000983;A00001160;PLC00001004;8/1/2016;1/7/2020;4/7/2020;Mobile;936;200;Martha Arroliga;Towne Lake Way;208;Pooler;GA;31322;432-50-5860;N;36;43;Y;2;M;Rent;LI;High School;Major Loss;Ambulance;1;1;TN;Nashville;17;AGENT00845;;A
TXN00000984;A00008263;PLC00009874;1/5/2012;24/6/2020;29/6/2020;Property;10924;37000;Edyth Hogan;California 116;800;Sebastopol;CA;95472;487-23-1119;N;30;97;Y;2;M;Own;MI;NA;Minor Loss;Ambulance;1;0;OK;Edmond;3;AGENT01097;;A
TXN00000985;A00001099;PLC00005597;2/5/2019;5/7/2020;6/7/2020;Mobile;757;600;Bette Teague;Lydall Street;318;Manchester;CT;6042;071-02-7352;Y;34;83;Y;2;M;Own;HI;Masters;Major Loss;Ambulance;0;1;KY;Louisville;6;AGENT00392;;A
TXN00000986;A00007199;PLC00009425;16/8/2015;23/6/2020;28/6/2020;Motor;11057;8000;Trevor Rowell;West 58th Place;10175;Arvada;CO;80004;794-73-1950;Y;42;52;Y;7;M;Own;HI;PhD;Major Loss;Ambulance;0;1;CA;San Leandro;20;AGENT00464;VNDR00113;A
TXN00000987;A00004128;PLC00003297;19/11/2018;5/7/2020;6/7/2020;Property;9417;18000;Linda Ortega;Norton Avenue;511;Nashville;TN;37207;231-87-1037;Y;56;95;Y;3;L;Own;MI;Bachelor;Total Loss;None;0;0;OK;Norman;22;AGENT00756;VNDR00389;A
TXN00000988;A00007577;PLC00009813;23/11/2012;24/6/2020;29/6/2020;Life;9997;25000;Michael Field;Northwest 16th Street;4024;Oklahoma City;OK;73107;777-22-5308;Y;52;96;N;6;L;Mortgage;MI;NA;Minor Loss;Ambulance;1;0;DC;Washington;2;AGENT00660;VNDR00584;A
TXN00000989;A00006827;PLC00003178;10/3/2014;24/6/2020;29/6/2020;Travel;5404;2000;Patricia Blach;Osprey Circle;3035;Panama City;FL;32405;633-05-6081;Y;29;7;Y;6;L;Own;LI;High School;Major Loss;Ambulance;0;1;VT;;12;AGENT00377;VNDR00087;A
TXN00000990;A00002893;PLC00005368;26/7/2013;6/7/2020;7/7/2020;Motor;8013;7000;Rosalie Roberts;West 62nd Place;8398;Arvada;CO;80004;055-61-6872;Y;42;105;Y;2;L;Mortgage;MI;Bachelor;Total Loss;None;0;1;AL;Montgomery;12;AGENT01110;VNDR00492;A
TXN00000991;A00000633;PLC00003711;17/8/2016;4/7/2020;6/7/2020;Health;15241;1000;Julie Cullum;Elm Street;17;Cambridge;MA;2139;524-18-6945;Y;52;69;N;7;H;Rent;LI;NA;Total Loss;None;1;1;AZ;Litchfield Park;1;AGENT00140;VNDR00461;A
TXN00000992;A00000769;PLC00000604;1/7/2012;9/7/2020;9/7/2020;Travel;7275;4000;Phillip Carl;North 59th Avenue;6231;Glendale;AZ;85301;093-25-7582;Y;52;87;N;7;L;Rent;MI;MD;Minor Loss;None;1;1;CT;Manchester;19;AGENT00280;VNDR00590;A
TXN00000993;A00000506;PLC00002514;27/3/2012;23/6/2020;28/6/2020;Health;16422;9000;Melvin Lee;Silver Wing Boulevard;5316;Louisville;KY;40241;709-79-1535;Y;37;73;Y;7;H;Mortgage;LI;Bachelor;Total Loss;Ambulance;0;1;CA;Berkeley;4;AGENT00576;VNDR00517;D
TXN00000994;A00004849;PLC00004241;26/4/2018;4/7/2020;6/7/2020;Motor;12561;7000;Cristal Coppedge;Wells Street;162;Manchester;CT;6040;049-99-1797;N;39;86;Y;6;M;Own;HI;Bachelor;Total Loss;Police;1;0;CA;Paso Robles;5;AGENT00589;VNDR00425;A
TXN00000995;A00004378;PLC00005188;5/10/2010;21/6/2020;26/6/2020;Mobile;879;500;Erica Neidich;Venetian Way;714;Panama City;FL;32405;457-38-1331;N;54;111;Y;7;M;Own;MI;College;Total Loss;Police;1;0;DC;Washington;18;AGENT01084;;A
TXN00000996;A00003616;PLC00007891;7/6/2019;26/6/2020;1/7/2020;Property;9054;37000;Scott Cole;Sutter Creek Road;15557;Sutter Creek;CA;95685;313-43-2965;Y;44;33;Y;5;M;Rent;MI;High School;Minor Loss;None;1;1;VT;Montpelier;4;AGENT01085;VNDR00114;A
TXN00000997;A00007111;PLC00009491;8/6/2015;6/7/2020;7/7/2020;Health;14002;20000;Brenda Castleman;West Charter Oak Road;6116;Glendale;AZ;85304;312-96-4795;Y;50;92;Y;2;M;Rent;LI;College;Total Loss;Ambulance;1;1;OK;Oklahoma City;18;AGENT00009;VNDR00440;A
TXN00000998;A00002272;PLC00007190;13/3/2015;22/6/2020;27/6/2020;Property;11871;34000;Joseph Lynch;West 84th Circle;6816;Arvada;CO;80003;287-21-8651;N;50;23;Y;6;M;Mortgage;MI;Bachelor;Total Loss;Ambulance;1;1;MA;Worcester;10;AGENT00810;VNDR00560;A
TXN00000999;A00002350;PLC00008580;9/12/2016;1/7/2020;4/7/2020;Health;10651;20000;Robert Goodman;Falkirk Street;115;Savannah;GA;31407;638-06-5931;N;30;108;Y;7;L;Rent;MI;Masters;Major Loss;Ambulance;0;1;GA;Thunderbolt;16;AGENT01038;VNDR00289;A
TXN00001000;A00007403;PLC00002140;5/6/2013;24/6/2020;29/6/2020;Life;6873;79000;Wilmer Robertson;Northwest 22nd Street;1601;Oklahoma City;OK;73106;236-77-7080;Y;47;95;Y;2;L;Mortgage;MI;High School;Major Loss;Ambulance;1;1;OK;Oklahoma City;9;AGENT00089;VNDR00425;A
TXN00001001;A00008368;PLC00005081;6/9/2012;30/6/2020;3/7/2020;Life;580;13000;Mark Braswell;West Maryland Avenue;7416;Glendale;AZ;85303;335-66-5624;N;54;108;Y;4;H;Mortgage;LI;Bachelor;Major Loss;None;0;1;MD;Glen Burnie;6;AGENT00630;;A
TXN00001002;A00008725;PLC00008890;19/5/2014;5/7/2020;6/7/2020;Travel;586;1000;Hazel Barone;North Briarwood Lane;2324;Fayetteville;AR;72703;895-32-7881;Y;44;56;Y;4;L;Rent;MI;High School;Total Loss;Ambulance;0;1;KY;Louisville;18;AGENT00402;;A
TXN00001003;A00008865;PLC00009621;6/6/2013;9/7/2020;9/7/2020;Travel;5992;1000;Patty Deloatch;Thomas Street;61;Dedham;MA;2026;092-89-5296;Y;25;32;Y;5;M;Rent;LI;High School;Minor Loss;Ambulance;0;0;MA;Plymouth;8;AGENT00530;VNDR00244;A
TXN00001004;A00000983;PLC00004677;10/5/2016;24/6/2020;29/6/2020;Property;8156;34000;William Marcus;Birney Street;100;Peabody;MA;1960;855-72-3341;N;53;35;Y;6;M;Mortgage;MI;College;Total Loss;Police;1;1;OK;Moore;13;AGENT00388;VNDR00267;A
TXN00001005;A00003062;PLC00001877;25/6/2018;7/7/2020;7/7/2020;Property;12177;18000;Marjorie Madewell;Northwest 61st Terrace;3116;Oklahoma City;OK;73112;160-70-3144;Y;27;91;Y;4;M;Mortgage;MI;Masters;Total Loss;None;1;1;AK;Soldotna;18;AGENT00932;;A
TXN00001006;A00004237;PLC00006599;26/6/2013;27/6/2020;2/7/2020;Property;11514;38000;Charlene Sharpe;South Brownell Road;833;Williston;VT;5495;290-04-1744;Y;34;81;Y;7;L;Mortgage;HI;Bachelor;Minor Loss;Ambulance;0;1;CO;Arvada;21;AGENT00755;;D
TXN00001007;A00008450;PLC00008135;4/5/2012;9/7/2020;9/7/2020;Health;16476;20000;Roger Sato;Leominster Road;35;Lunenburg;MA;1462;340-07-9176;Y;51;113;Y;5;M;Mortgage;MI;Masters;Minor Loss;Ambulance;1;1;MA;Medway;9;AGENT00560;VNDR00539;A
TXN00001008;A00004386;PLC00009624;7/10/2010;21/6/2020;26/6/2020;Property;1334;28000;Grace Wong;Chase Circle;7966;Arvada;CO;80003;561-34-1207;Y;46;86;Y;4;H;Own;LI;Bachelor;Total Loss;Ambulance;1;0;AZ;Litchfield Park;14;AGENT00370;;A
TXN00001009;A00002734;PLC00001878;7/1/2018;1/7/2020;4/7/2020;Mobile;1036;600;Ami Wells;Gorgas Street;2036;Montgomery;AL;36106;232-76-1815;N;56;86;Y;5;M;Own;LI;Bachelor;Minor Loss;None;1;1;TN;Nashville;21;AGENT00078;VNDR00187;A
TXN00001010;A00000067;PLC00009173;23/1/2014;25/6/2020;30/6/2020;Travel;5584;3000;David Blake;East Castro Valley Boulevard;6145;Castro Valley;CA;94552;263-90-7188;Y;32;88;Y;6;L;Mortgage;HI;Bachelor;Minor Loss;Ambulance;1;0;KY;Louisville;17;AGENT01122;VNDR00226;A
TXN00001011;A00007983;PLC00001601;11/11/2017;3/7/2020;5/7/2020;Property;14146;20000;Felicita Mayes;North Valley Lake Drive;4250;Fayetteville;AR;72703;098-47-3789;Y;60;13;Y;6;L;Rent;MI;NA;Major Loss;Police;0;0;DC;Washington;2;AGENT00419;VNDR00008;A
TXN00001012;A00003828;PLC00005598;29/6/2015;22/6/2020;27/6/2020;Health;15921;11000;Mildred Johnson;West 68th Circle;6234;Arvada;CO;80003;708-03-8328;N;62;33;Y;2;M;Rent;LI;College;Minor Loss;Ambulance;0;1;CA;Oakland;15;AGENT00955;VNDR00544;A
TXN00001013;A00006885;PLC00007885;2/5/2014;20/6/2020;25/6/2020;Motor;9848;5000;Robert Koch;Peterkin Avenue;3320;Anchorage;AK;99508;608-20-0012;Y;43;55;Y;5;M;Own;MI;Bachelor;Minor Loss;Police;0;1;TN;Nashville;16;AGENT00484;VNDR00530;A
TXN00001014;A00008470;PLC00003552;9/4/2012;8/7/2020;8/7/2020;Property;11004;25000;Therese Leon;Rowland Avenue;2809;Thunderbolt;GA;31404;489-38-6899;N;47;34;Y;7;H;Own;LI;Bachelor;Minor Loss;None;1;1;OK;Oklahoma City;11;AGENT00909;VNDR00510;A
TXN00001015;A00000844;PLC00001568;1/7/2013;26/6/2020;1/7/2020;Life;9069;84000;James Rodgers;South Pinyon Point;9;Fayetteville;AR;72701;272-05-7681;Y;48;111;Y;2;L;Rent;MI;Bachelor;Major Loss;Ambulance;1;1;TN;Nashville;5;AGENT00344;VNDR00323;A
TXN00001016;A00009284;PLC00009126;28/11/2011;27/6/2020;2/7/2020;Mobile;694;500;Rebecca Hightower;Martin Luther King Junior Avenue Southeast;2927;Washington;DC;20020;844-47-8944;N;59;54;Y;6;M;Mortgage;MI;Bachelor;Minor Loss;Police;1;1;DC;Washington;11;AGENT00069;;A
TXN00001017;A00003658;PLC00007456;28/2/2013;27/6/2020;2/7/2020;Travel;866;2000;Michell Cummings;Northwest 119th Street;7308;Oklahoma City;OK;73162;438-02-5944;Y;60;13;Y;2;M;Rent;LI;Bachelor;Major Loss;Other;0;0;KY;Louisville;12;AGENT00397;;A
TXN00001018;A00000108;PLC00002366;4/10/2016;8/7/2020;8/7/2020;Mobile;1074;600;David Love;Norma Lane;17623;Fountain;FL;32438;318-46-9939;Y;56;88;Y;2;M;Own;LI;Masters;Minor Loss;Ambulance;1;0;VT;Saint Albans City;21;AGENT00569;VNDR00448;A
TXN00001019;A00008520;PLC00008707;9/2/2019;28/6/2020;3/7/2020;Property;10265;40000;Alta Hawkins;West 72nd Avenue;7529;Arvada;CO;80003;086-09-6651;N;27;95;Y;4;M;Mortgage;MI;Bachelor;Minor Loss;Ambulance;1;0;CA;Fremont;20;AGENT00836;VNDR00464;A
TXN00001020;A00000720;PLC00006882;9/1/2013;8/7/2020;8/7/2020;Health;13059;7000;Anthony Larkin;Marshall Street;600;Louisville;KY;40202;580-66-0314;Y;35;53;Y;6;L;Mortgage;MI;PhD;Minor Loss;Police;0;0;AL;Montgomery;7;AGENT00505;VNDR00403;D
TXN00001021;A00008299;PLC00000844;23/10/2017;24/6/2020;29/6/2020;Life;8932;28000;Paulette Bryan;Shute Street;88;Everett;MA;2149;583-14-7991;N;33;50;Y;2;L;Rent;HI;PhD;Major Loss;Police;1;1;CA;Oakland;19;AGENT00915;;A
TXN00001022;A00001438;PLC00004573;26/2/2011;27/6/2020;2/7/2020;Mobile;80;100;Alma Justice;West 78th Circle;8671;Arvada;CO;80005;646-77-1786;Y;25;16;N;6;M;Mortgage;MI;Bachelor;Total Loss;None;0;1;CA;Pleasanton;17;AGENT01160;VNDR00493;D
TXN00001023;A00000366;PLC00003392;4/12/2013;1/7/2020;4/7/2020;Property;8454;32000;Nathan Nelson;Seaman;210;McCrory;AR;72101;349-66-3059;Y;60;76;N;4;M;Own;MI;College;Total Loss;Ambulance;1;1;CA;Carlsbad;1;AGENT00487;VNDR00399;A
TXN00001024;A00002102;PLC00000542;29/12/2014;9/7/2020;9/7/2020;Health;11045;1000;Dorothy Mckenzie;Pierce Way;8752;Arvada;CO;80003;724-30-1124;Y;26;64;Y;5;L;Own;HI;Bachelor;Total Loss;Other;0;1;GA;Savannah;13;AGENT00414;;A
TXN00001025;A00003373;PLC00005733;31/10/2018;10/7/2020;10/7/2020;Life;5299;79000;James Phillips;Brookley Avenue Southwest;238;Washington;DC;20373;195-66-2454;Y;51;22;Y;5;M;Own;MI;High School;Total Loss;Ambulance;1;0;KY;Louisville;8;AGENT00995;VNDR00549;A
TXN00001026;A00001545;PLC00005888;16/9/2018;21/6/2020;26/6/2020;Health;14337;9000;John Mayhugh;West 62nd Drive;13628;Arvada;CO;80004;682-81-1072;N;28;118;Y;5;L;Rent;MI;MD;Total Loss;Police;0;0;OK;Edmond;5;AGENT01085;;D
TXN00001027;A00008557;PLC00000113;15/5/2015;10/7/2020;10/7/2020;Travel;8728;2000;Lauren Loftis;Glenwood Avenue;309;Glen Burnie;MD;21061;332-14-0298;Y;29;34;Y;5;M;Rent;LI;Bachelor;Total Loss;Ambulance;1;0;CO;Aurora;21;AGENT00748;VNDR00162;A
TXN00001028;A00005449;PLC00008482;15/9/2010;2/7/2020;5/7/2020;Property;8177;21000;Nathan Anderson;South River Landing Road;720;Edgewater;MD;21037;719-63-4668;Y;35;83;Y;2;L;Rent;HI;High School;Total Loss;Ambulance;1;1;KY;Louisville;23;AGENT00433;VNDR00076;A
TXN00001029;A00000904;PLC00007700;6/12/2014;5/7/2020;7/7/2020;Mobile;1024;600;Robert Duron;Derondo Street;102;Panama City Beach;FL;32413;081-47-5636;N;50;24;Y;6;L;Own;HI;College;Total Loss;None;1;1;MD;Gambrills;19;AGENT00054;;A
TXN00001030;A00006613;PLC00006286;7/5/2012;8/7/2020;8/7/2020;Life;5076;18000;Donald Chiquito;Franklin Street Northeast;509;Washington;DC;20017;357-59-8593;Y;30;33;Y;4;H;Own;MI;Bachelor;Minor Loss;Ambulance;0;1;AZ;Glendale;23;AGENT00363;;A
TXN00001031;A00009681;PLC00003917;27/5/2012;23/6/2020;28/6/2020;Property;8172;27000;Marian Oneal;Ardee Avenue;1123;Nashville;TN;37216;323-04-1721;N;63;71;Y;4;L;Rent;HI;Bachelor;Total Loss;Other;1;0;FL;Tampa;20;AGENT00967;VNDR00495;A
TXN00001032;A00002043;PLC00006026;14/1/2016;3/7/2020;6/7/2020;Life;6269;23000;Norma Abramson;Soquel Drive;4300;Soquel;CA;95073;613-83-7182;Y;63;75;N;5;L;Mortgage;LI;Bachelor;Total Loss;Police;1;1;CO;Arvada;17;AGENT00976;;A
TXN00001033;A00004987;PLC00006677;9/12/2013;6/7/2020;7/7/2020;Life;6248;62000;Robert Robinson;West Bethany Home Road;6450;Glendale;AZ;85301;509-43-9305;Y;25;82;Y;2;H;Own;HI;Bachelor;Minor Loss;Ambulance;1;1;DC;Washington;4;AGENT00392;;A
TXN00001034;A00009129;PLC00002571;2/3/2011;10/7/2020;10/7/2020;Motor;11942;10000;Evelyn Champagne;Thomas Drive;8421;Panama City;FL;32408;243-88-5734;N;61;108;Y;7;H;Own;MI;NA;Total Loss;None;1;1;GA;Pooler;15;AGENT00103;;A
TXN00001035;A00001605;PLC00000909;2/3/2013;28/6/2020;3/7/2020;Motor;7039;6000;Leslie Ramirez;Main Street;43;Essex;VT;5452;193-26-0172;Y;25;64;Y;7;L;Mortgage;LI;College;Total Loss;Ambulance;1;1;DC;Washington;23;AGENT00459;;A
TXN00001036;A00009816;PLC00005376;9/3/2014;7/7/2020;8/7/2020;Mobile;838;200;William Hurley;Quail Street;6049;Arvada;CO;80004;550-13-7987;Y;38;112;Y;5;M;Rent;MI;Bachelor;Major Loss;Ambulance;1;0;FL;Panama City;22;AGENT00554;VNDR00312;D
TXN00001037;A00003629;PLC00005775;26/3/2019;3/7/2020;6/7/2020;Property;10358;18000;Raymond Shellenberger;Grant Street;129;Redlands;CA;92373;772-63-3601;Y;28;116;Y;4;L;Mortgage;HI;MD;Major Loss;Ambulance;0;1;VT;;17;AGENT00507;VNDR00538;A
TXN00001038;A00001594;PLC00004939;19/12/2019;3/7/2020;6/7/2020;Mobile;735;200;Ella Laseter;Oakland Zion Road;3511;Fayetteville;AR;72703;888-11-7841;Y;38;68;Y;7;H;Own;LI;Bachelor;Total Loss;Ambulance;1;1;DC;Washington;4;AGENT00414;VNDR00404;A
TXN00001039;A00006239;PLC00001518;15/1/2013;3/7/2020;6/7/2020;Property;15372;32000;David Hall;Columbia Drive;23;Manchester;CT;6042;100-47-3381;Y;33;41;Y;6;M;Mortgage;LI;Bachelor;Minor Loss;Police;1;0;VT;;5;AGENT00549;VNDR00451;A
TXN00001040;A00006002;PLC00009063;30/6/2015;27/6/2020;2/7/2020;Mobile;691;300;Debra Marczak;Glen Street;129;West Brattleboro;VT;5301;806-38-3915;Y;54;63;N;2;H;Rent;LI;NA;Major Loss;Ambulance;1;1;TN;Nashville;5;AGENT00984;VNDR00275;A
TXN00001041;A00006421;PLC00001692;11/8/2016;6/7/2020;8/7/2020;Mobile;666;400;Suzanne Orozco;East Kentucky Street;1079;Louisville;KY;40204;813-98-6898;Y;28;103;Y;2;H;Own;MI;Bachelor;Minor Loss;Ambulance;1;1;MA;Lunenburg;22;AGENT00207;VNDR00239;A
TXN00001042;A00009272;PLC00002471;12/12/2019;4/7/2020;7/7/2020;Motor;9048;2000;John Boyer;High Street;109;Manchester;CT;6040;740-20-9421;N;44;28;Y;6;L;Mortgage;LI;High School;Total Loss;Police;0;1;CA;Yucaipa;10;AGENT00532;;A
TXN00001043;A00003642;PLC00004321;10/5/2013;3/7/2020;6/7/2020;Property;11774;36000;Maria Luciani;1st Street Northwest;1157;Washington;DC;20001;204-46-2483;N;63;70;Y;5;L;Mortgage;HI;College;Major Loss;Police;1;1;AL;Montgomery;5;AGENT00446;VNDR00242;D
TXN00001044;A00000033;PLC00002618;22/5/2018;22/6/2020;27/6/2020;Travel;7153;4000;Jimmie Rodriguez;Howard Avenue;6851;Anchorage;AK;99504;571-13-2775;N;28;49;Y;2;M;Mortgage;MI;Bachelor;Total Loss;Ambulance;0;1;MA;Plymouth;4;AGENT00956;VNDR00387;A
TXN00001045;A00001428;PLC00001589;11/11/2010;1/7/2020;6/7/2020;Mobile;1195;300;Ruben Wright;Industrial Boulevard;25800;Hayward;CA;94545;631-34-0825;Y;28;13;Y;5;L;Mortgage;HI;Bachelor;Total Loss;Ambulance;1;0;FL;Lithia;17;AGENT00738;VNDR00306;A
TXN00001046;A00005561;PLC00000675;19/12/2019;27/6/2020;2/7/2020;Motor;7506;4000;Joyce Garcia;Riverview Avenue;13;Groton;CT;6340;472-44-1686;N;45;11;Y;6;H;Mortgage;MI;Bachelor;Total Loss;None;1;1;DC;Washington;18;AGENT01159;VNDR00387;A
TXN00001047;A00007484;PLC00008039;19/1/2018;11/7/2020;11/7/2020;Motor;10516;1000;Shari Gransberry;Wood Street;228;New Bedford;MA;2745;432-89-4357;N;38;19;N;2;H;Mortgage;LI;Masters;Major Loss;Police;1;1;GA;Savannah;3;AGENT00179;VNDR00527;A
TXN00001048;A00006112;PLC00005712;30/11/2014;22/6/2020;27/6/2020;Life;5411;37000;Felicia Love;Thousand Oaks Boulevard;1761;Berkeley;CA;94707;584-19-8952;Y;35;117;Y;7;M;Own;LI;College;Minor Loss;Police;1;1;CO;Arvada;22;AGENT00408;VNDR00564;A
TXN00001049;A00002006;PLC00004643;20/10/2016;9/7/2020;9/7/2020;Travel;9699;3000;Carol Magana;West Olive Avenue;6201;Glendale;AZ;85302;308-98-0787;Y;50;83;Y;3;L;Mortgage;MI;College;Minor Loss;Ambulance;1;1;TN;Nashville;23;AGENT00441;VNDR00209;A
TXN00001050;A00009404;PLC00009056;26/11/2012;26/6/2020;1/7/2020;Travel;6953;2000;Brigitte Milan;Fort Lincoln Drive Northeast;3708;Washington;DC;20018;635-53-4130;Y;33;96;Y;6;M;Own;LI;High School;Major Loss;Ambulance;1;0;MD;Annapolis;23;AGENT00351;;A
TXN00001051;A00009235;PLC00002254;6/11/2017;1/7/2020;6/7/2020;Mobile;829;600;Eddy Hamilton;West Columbine Drive;5119;Glendale;AZ;85304;548-54-6203;N;52;52;Y;3;L;Mortgage;MI;Bachelor;Total Loss;Police;1;1;CO;Arvada;6;AGENT00250;VNDR00327;A
TXN00001052;A00000751;PLC00009132;28/3/2015;8/7/2020;9/7/2020;Mobile;1036;400;Arthur Sullivan;North 60th Avenue;6101;Glendale;AZ;85301;486-20-2195;Y;59;10;Y;3;L;Mortgage;LI;MD;Total Loss;Ambulance;0;1;TN;Nashville;23;AGENT00991;VNDR00429;A
TXN00001053;A00008315;PLC00003157;1/6/2010;2/7/2020;5/7/2020;Health;10334;12000;David Medley;Kipling Parkway;5614;Arvada;CO;80002;351-53-4685;N;44;26;Y;3;L;Mortgage;HI;College;Minor Loss;Ambulance;1;0;AK;Anchorage;14;AGENT00190;VNDR00268;A
TXN00001054;A00009791;PLC00008968;6/12/2013;26/6/2020;1/7/2020;Property;15436;30000;Martin Cavazos;Frederick Michael Way;1679;Livermore;CA;94550;132-84-0560;Y;46;23;N;5;L;Rent;MI;Bachelor;Minor Loss;Police;0;1;FL;Panama City;5;AGENT00466;VNDR00541;D
TXN00001055;A00007508;PLC00002560;11/5/2014;6/7/2020;8/7/2020;Health;1111;2000;Daniel Jones;South Lawrence Street;949;Montgomery;AL;36104;471-30-4245;Y;27;105;Y;4;M;Rent;LI;Bachelor;Major Loss;Police;1;1;FL;Lynn Haven;6;AGENT00059;VNDR00186;D
TXN00001056;A00005630;PLC00006649;27/3/2018;4/7/2020;7/7/2020;Travel;7176;4000;William Murray;West Topeka Drive;7192;Glendale;AZ;85308;169-53-0372;Y;27;83;Y;6;H;Own;MI;High School;Total Loss;None;1;1;CA;Castro Valley;15;AGENT00479;VNDR00579;A
TXN00001057;A00003027;PLC00003463;23/12/2012;29/6/2020;4/7/2020;Travel;7665;1000;Orville Carbone;Sand Road;615;Severn;MD;21144;326-36-4271;Y;62;30;Y;2;M;Mortgage;LI;Bachelor;Minor Loss;Police;0;1;OK;Oklahoma City;19;AGENT00897;VNDR00087;A
TXN00001058;A00002760;PLC00003754;16/8/2014;29/6/2020;4/7/2020;Mobile;761;400;Tammy Li;Philip Road;53;Manchester;CT;6040;218-04-5207;Y;59;66;Y;4;M;Own;MI;Masters;Total Loss;Ambulance;1;1;AL;Montgomery;8;AGENT00063;;A
TXN00001059;A00000693;PLC00005468;17/10/2017;1/7/2020;6/7/2020;Travel;6594;2000;John Leberte;Harlan Street;6522;Arvada;CO;80003;288-94-4904;Y;37;102;Y;7;M;Mortgage;MI;High School;Total Loss;None;1;0;KY;Louisville;16;AGENT00007;;A
